17:08:35; Boot
17:08:35; Waiting 15 seconds
17:08:58; Going down
17:08:58; 0; 0; 1.015280228598405; 28.914893886072097
17:08:59; -1; 4; 1.0153832572087211; 28.92029827993814
17:08:59; -1; 4; 1.015787665414808; 28.92157908876834
17:09:00; 0; 2; 1.0150203600328367; 28.923859552059877
17:09:00; 0; 2; 1.0148191694199635; 28.921829002629384
17:09:01; 0; 2; 1.01521917634244; 28.92142289259573
17:09:02; -1; 2; 1.0149506397697385; 28.926827275938702
17:09:02; -2; 2; 1.0151909919052164; 28.9292014531506
17:09:03; -4; 1; 1.0164294178266338; 28.92938888812205
17:09:03; -6; 1; 1.0169888978216173; 28.926452405698946
17:09:04; -8; 1; 1.0185582363210615; 28.92835799564942
17:09:04; -9; 0; 1.019807180783818; 28.92957632308302
17:09:05; -11; 0; 1.021264838288237; 28.930232345363912
17:09:05; -12; -1; 1.0229664490860215; 28.928264278136194
17:09:06; -12; -1; 1.0246037972865494; 28.92957632308302
17:09:06; -12; -2; 1.025767389384016; 28.93210669403066
17:09:07; -11; -3; 1.0267739281432668; 28.933824846054776
17:09:08; -10; -4; 1.0277280037840193; 28.930076149594388
17:09:08; -7; -4; 1.028968929645228; 28.934762019515038
17:09:09; -4; -5; 1.0296692977677675; 28.93151315039955
17:09:09; -3; -5; 1.0315731830403156; 28.930076149594388
17:09:10; -2; -5; 1.0341130052950125; 28.93716743019744
17:09:10; -2; -5; 1.0370603646971779; 28.93288767233258
17:09:11; -2; -5; 1.0417045502693152; 28.9335749330878
17:09:11; -3; -6; 1.0456429719842155; 28.937354864723602
17:09:12; -3; -6; 1.0512668060601578; 28.93807336364349
17:09:13; -3; -6; 1.0553672761027173; 28.9351368888258
17:09:13; -2; -6; 1.0605120462414188; 28.936667604743125
17:09:14; -1; -6; 1.065281397771977; 28.935355562571058
17:09:14; -1; -6; 1.0714108572710075; 28.937854690075472
17:09:15; 0; -7; 1.0757702983019957; 28.934699541292503
17:09:15; -1; -7; 1.0810574605296313; 28.93351245484315
17:09:16; -1; -7; 1.0870170742436553; 28.937792211910565
17:09:16; -1; -8; 1.0923843643906614; 28.93426219370216
17:09:17; -1; -8; 1.0980577667068177; 28.93707371293043
17:09:18; -1; -8; 1.1035315806791282; 28.934199715470314
17:09:18; 0; -8; 1.108157853575033; 28.93707371293043
17:09:19; 0; -8; 1.1133948134717682; 28.934855736846657
17:09:19; -1; -9; 1.1185958136753908; 28.936917517479596
17:09:20; -2; -11; 1.124304374770703; 28.93729238654938
17:09:42; Going down
17:09:42; -2; -13; 1.0701103600907471; 28.919236145415198
17:09:43; -2; -13; 1.062962888965624; 28.924671771487773
17:09:44; -2; -13; 1.055683795729899; 28.924359379423404
17:09:44; 0; -13; 1.0493422549980287; 28.92807684310188
17:09:45; 2; -15; 1.0425892517796167; 28.92392203048439
17:09:45; -9; -17; 1.0400020172846927; 28.92863914817339
17:09:46; -13; -32; 1.03375549228285; 28.924890445915516
17:09:46; -11; -45; 1.0255513933683915; 28.927045950225875
17:09:47; -2; -45; 1.0177089242396902; 28.927264624498786
17:09:47; -1; -44; 1.0087033751006256; 28.92439061863115
17:09:48; 1; -54; 1.0099419237110243; 28.92439061863115
17:09:49; 5; -58; 1.0066650727856128; 28.924827967509046
17:09:49; 7; -52; 1.0059944982753346; 28.92567142589818
17:09:50; 6; -56; 1.0075882855273597; 28.924921685118317
17:09:50; 7; -50; 1.0062025898100762; 28.92595257864741
17:09:51; 6; -48; 1.006265452484069; 28.92470301069261
17:09:51; 3; -46; 1.0070545531843582; 28.923453442272148
17:09:52; 6; -58; 1.0054780578663567; 28.923672116779343
17:09:52; 20; -53; 1.008275094607927; 28.924952924320824
17:09:53; 15; -49; 1.0078527918017204; 28.925046641926603
17:09:54; 14; -38; 1.0052207539789304; 28.92145413183083
17:09:54; 14; -44; 1.0051867645262238; 28.921735284933675
17:09:55; 13; -38; 1.005237924561148; 28.92107926099037
17:09:55; 24; -39; 1.0049184855366042; 28.91914242764702
17:09:56; 37; -42; 1.004691042684423; 28.922141394929493
17:09:56; 37; -42; 1.005264007728275; 28.916330893383712
17:09:57; 45; -46; 1.0056109314180324; 28.911644997706173
17:09:57; 46; -47; 1.0056759335814554; 28.91505008254884
17:09:58; 57; -52; 1.005637580177178; 28.91364431399619
17:09:59; 64; -56; 1.0053463164774514; 28.91167623703237
17:09:59; 56; -58; 1.0054773443690759; 28.90961444087894
17:10:00; 40; -59; 1.0051973667130516; 28.907615122186108
17:10:00; 41; -76; 1.0047152689054906; 28.904897296426352
17:10:01; 42; -78; 1.0051009630313676; 28.901054849352075
17:10:01; 38; -80; 1.004678987536515; 28.900742455087457
17:10:02; 37; -79; 1.0050118539908852; 28.89977403268218
17:10:02; 38; -78; 1.0042980422322554; 28.898274539373816
17:10:03; 39; -77; 1.0045812772558023; 28.89593157973708
17:10:04; 35; -71; 1.0052985346730599; 28.892838870509877
17:10:04; 34; -71; 1.0048117164192518; 28.888933930542407
17:10:05; 34; -72; 1.0046583143648116; 28.890808302294317
17:10:05; 42; -82; 0.9960797237857201; 28.890121032773603
17:10:06; 41; -79; 1.0041959313687903; 28.89183920631127
17:10:06; 32; -75; 1.0046701491913972; 28.897524792468175
17:10:07; 33; -74; 1.0068792695691011; 28.901867074303883
17:10:07; 32; -75; 1.0075645212473854; 28.91148880107081
17:10:08; 27; -76; 1.0091332798949697; 28.914050424971936
17:10:08; 30; -79; 1.0091409463102012; 28.918892513585742
17:10:09; 31; -78; 1.0076909288681095; 28.91561238980488
